,0,1
0,0.0,11.6
1,1e-06,13.36171378323171
2,2e-06,10.794089803000796
3,3e-06,14.552353893780296
4,4e-06,11.645588920704544
5,4.9999999999999996e-06,16.416026907275487
6,6e-06,14.904172026226997
7,7e-06,14.017423161671452
8,8e-06,11.850223426480786
9,9e-06,12.191697230550561
10,9.999999999999999e-06,10.304976473475797
11,1.1e-05,14.120630329377196
12,1.2e-05,11.007288968269476
13,1.3e-05,8.878998215570594
14,1.4e-05,6.959617806894206
15,1.4999999999999999e-05,9.903888076500193
16,1.6e-05,9.268491875468591
17,1.7e-05,8.898790447710835
18,1.8e-05,9.866577244820263
19,1.8999999999999998e-05,9.935265845464738
20,1.9999999999999998e-05,12.990530718498885
21,2.1e-05,12.775450025813539
22,2.2e-05,13.9016529916957
23,2.3e-05,15.977377587855413
24,2.4e-05,13.881563580016858
25,2.4999999999999998e-05,13.054652623379253
26,2.6e-05,16.447986131146543
27,2.7e-05,11.651338905596251
28,2.8e-05,13.085931403128818
29,2.9e-05,12.209950471116452
30,2.9999999999999997e-05,12.467599687404523
31,3.1e-05,9.801785445812655
32,3.2e-05,11.044103237008096
33,3.2999999999999996e-05,9.408604892919001
34,3.4e-05,10.326982212742058
35,3.5e-05,5.631524499337998
36,3.6e-05,7.792002136663592
37,3.7e-05,8.404442823029072
38,3.7999999999999995e-05,10.942790133026152
39,3.9e-05,8.572632888604081
40,3.9999999999999996e-05,11.613094698834471
41,4.1e-05,10.590161495806905
42,4.2e-05,11.873478435688522
43,4.2999999999999995e-05,15.317630457590118
44,4.4e-05,17.33660529593857
45,4.4999999999999996e-05,9.850875814886962
46,4.6e-05,10.873576799592824
47,4.7e-05,11.95824351950335
48,4.8e-05,13.601012908451972
49,4.9e-05,9.996124706121144
50,4.9999999999999996e-05,5.814025331896278
51,5.1e-05,7.415708262127859
52,5.2e-05,7.409612166506987
53,5.3e-05,3.0991125606457453
54,5.4e-05,4.641624816259736
55,5.4999999999999995e-05,6.453654015917622
56,5.6e-05,5.1474297091347365
57,5.6999999999999996e-05,4.429007806507102
58,5.8e-05,5.728684785064049
59,5.9e-05,7.007831064662839
60,5.9999999999999995e-05,9.304991758206347
61,6.1e-05,12.554991016929668
62,6.2e-05,10.865516371124851
63,6.3e-05,10.552559610786878
64,6.4e-05,11.97875286208661
65,6.5e-05,16.0620427292827
66,6.599999999999999e-05,14.22064417144752
67,6.7e-05,10.061763270218696
68,6.8e-05,8.777624611914389
69,6.9e-05,11.581772810900338
70,7e-05,7.500603116288392
71,7.099999999999999e-05,2.0677178347770218
72,7.2e-05,5.333802881612714
73,7.3e-05,6.735291636997709
74,7.4e-05,2.019746900916362
75,7.5e-05,3.455191375986873
76,7.599999999999999e-05,3.4273369933456372
77,7.7e-05,7.360075292764602
78,7.8e-05,5.899600024852602
79,7.9e-05,4.2886741973443465
80,7.999999999999999e-05,8.47033227842583
81,8.099999999999999e-05,8.70054878892169
82,8.2e-05,10.467265093113301
83,8.3e-05,10.956687054127363
84,8.4e-05,9.904144843991258
85,8.499999999999999e-05,10.99371844599953
86,8.599999999999999e-05,11.658285667713022
87,8.7e-05,13.936172928831661
88,8.8e-05,6.30251945876
89,8.9e-05,3.8784214558233687
90,8.999999999999999e-05,7.521648145239711
91,9.099999999999999e-05,5.092231739231507
92,9.2e-05,4.061508141446567
93,9.3e-05,-0.03419488520853209
94,9.4e-05,1.492477388555084
95,9.499999999999999e-05,3.974047280675128
96,9.6e-05,0.5903080013650894
97,9.7e-05,1.9029614826192325
98,9.8e-05,2.8831760908217556
99,9.9e-05,4.164717777442714
100,9.999999999999999e-05,3.233778677134807
101,0.000101,4.157254916577909
102,0.000102,4.110593988914764
103,0.000103,4.417193377044794
104,0.000104,8.82192720418518
105,0.00010499999999999999,6.1664509903353455
106,0.000106,3.911814501217358
107,0.000107,4.191665838103744
108,0.000108,4.09050913361278
109,0.00010899999999999999,6.905300798617814
110,0.00010999999999999999,1.8060281386560706
111,0.000111,1.4783310864576964
112,0.000112,-0.21814276047118644
113,0.000113,0.10061293880379749
114,0.00011399999999999999,-0.4844369693043642
115,0.00011499999999999999,-1.3721858499746546
116,0.000116,1.2510639560250274
117,0.000117,-1.9469803406858337
118,0.000118,0.2144494730812396
119,0.00011899999999999999,3.544828814323986
120,0.00011999999999999999,-0.0408701427399788
121,0.000121,5.366825077668297
122,0.000122,1.6126935983579254
123,0.00012299999999999998,4.363382559630346
124,0.000124,4.839250851612882
125,0.000125,1.5402668319894628
126,0.000126,3.65809407152734
127,0.000127,2.6389535196500447
128,0.000128,4.548542730615799
129,0.000129,2.752994319591759
130,0.00013,-0.97838644660407
131,0.00013099999999999999,0.13602923858661997
132,0.00013199999999999998,-2.462812860336342
133,0.000133,0.7307811646777906
134,0.000134,-4.712564259892639
135,0.000135,-4.895587877142529
136,0.000136,-0.9231357073879947
137,0.000137,-3.230221506119963
138,0.000138,0.34918996668631685
139,0.000139,-0.8270118019332193
140,0.00014,0.9257666779781444
141,0.00014099999999999998,2.9302317113890837
142,0.00014199999999999998,2.7877648817329654
143,0.000143,2.309754714869273
144,0.000144,0.5930432846726436
145,0.000145,2.205790172263688
146,0.000146,1.4570961125842783
147,0.000147,0.5011759482125914
148,0.000148,-0.575121754287433
149,0.000149,-4.99348951825366
150,0.00015,-0.4326427196459816
151,0.00015099999999999998,-7.811351485023441
152,0.00015199999999999998,-6.376351111258695
153,0.000153,-5.780734233384155
154,0.000154,-7.350500667835738
155,0.000155,-8.65344230367909
156,0.000156,-8.978140716285532
157,0.000157,-5.49384645829902
158,0.000158,-4.273982661457891
159,0.000159,-6.005540038191891
160,0.00015999999999999999,-0.8205429590359241
161,0.00016099999999999998,-3.7148002761952736
162,0.00016199999999999998,1.3494531856242753
163,0.000163,-4.033509491304835
164,0.000164,1.257760454031354
165,0.000165,1.7556929450681429
166,0.000166,-4.216290293513001
167,0.000167,-2.2917594071398595
168,0.000168,-4.359091735079435
169,0.000169,-7.484742432996144
170,0.00016999999999999999,-5.165668645635894
171,0.00017099999999999998,-7.607863944204189
172,0.00017199999999999998,-5.631014687134187
173,0.000173,-11.746493205117195
174,0.000174,-9.821627572555311
175,0.000175,-7.934801407705037
176,0.000176,-7.142290179085158
177,0.000177,-7.9160530516714935
178,0.000178,-10.211028358119211
179,0.000179,-5.346624591349165
180,0.00017999999999999998,-7.042092368473695
181,0.00018099999999999998,-3.833022859250808
182,0.00018199999999999998,-0.5902109185575694
183,0.000183,-3.7242159466076767
184,0.000184,-3.8398956613886597
185,0.000185,-1.0594536859959347
186,0.000186,-1.9420072666114043
187,0.000187,-4.624399997617106
188,0.000188,-7.975006623457235
189,0.00018899999999999999,-3.5314018136057985
190,0.00018999999999999998,-6.871501364205804
191,0.00019099999999999998,-6.846452231165648
192,0.000192,-12.86529279826504
193,0.000193,-5.673370338537144
194,0.000194,-8.077024805735391
195,0.000195,-11.377458351923359
196,0.000196,-10.276304410567894
197,0.000197,-9.773764250138369
198,0.000198,-10.840232029889545
199,0.00019899999999999999,-6.94164384412906
200,0.00019999999999999998,-10.997512223304582
201,0.00020099999999999998,-7.418916365450639
202,0.000202,-9.774849385598168
203,0.000203,-2.5907145721124287
204,0.000204,-6.105318723216934
205,0.000205,-8.465490061612224
206,0.000206,-9.44282020335924
207,0.000207,-5.7940908121028905
208,0.000208,-4.109616842755931
209,0.00020899999999999998,-10.767459184692264
210,0.00020999999999999998,-13.398672100880617
211,0.00021099999999999998,-8.650669799425996
212,0.000212,-12.791960138169074
213,0.000213,-11.451243407346146
214,0.000214,-12.255782741087982
215,0.000215,-12.76666379169467
216,0.000216,-12.024676302922217
217,0.000217,-13.377500828062887
218,0.00021799999999999999,-11.100461469773869
219,0.00021899999999999998,-10.464918734045357
220,0.00021999999999999998,-8.469461273802617
221,0.00022099999999999998,-9.993831816467292
222,0.000222,-8.84722919335916
223,0.000223,-11.57405910789048
224,0.000224,-7.896806553760839
225,0.000225,-4.761196435345678
226,0.000226,-6.762268863311791
227,0.000227,-12.240316561781736
228,0.00022799999999999999,-9.127600428813459
229,0.00022899999999999998,-9.858345081515997
230,0.00022999999999999998,-9.740974121703738
231,0.00023099999999999998,-14.732504869753642
232,0.000232,-12.468729485641731
233,0.000233,-14.855974692654105
234,0.000234,-12.356129141669015
235,0.000235,-15.479566862451392
236,0.000236,-11.31987822834025
237,0.000237,-8.958062117575569
238,0.00023799999999999998,-10.348500968372923
239,0.00023899999999999998,-10.711024897111868
240,0.00023999999999999998,-8.130631008657375
241,0.00024099999999999998,-9.09795649464569
242,0.000242,-4.733170547967944
243,0.000243,-8.832139242865779
244,0.000244,-8.97677264716702
245,0.000245,-7.616340294803954
246,0.00024599999999999996,-6.4582578073037356
247,0.000247,-8.524380663085559
248,0.000248,-11.271492743192837
249,0.000249,-12.130652267870248
250,0.00025,-12.608276623278986
251,0.000251,-12.823780584379758
252,0.000252,-14.75400384718036
253,0.00025299999999999997,-15.916486424894426
254,0.000254,-15.30875764832503
255,0.00025499999999999996,-15.28440984839194
256,0.000256,-14.566708780306246
257,0.000257,-11.018873119754979
258,0.000258,-12.05321721022045
259,0.000259,-11.834480479373777
260,0.00026,-11.27538325640409
261,0.000261,-10.223107304296505
262,0.00026199999999999997,-8.557865845904596
263,0.000263,-5.973246836913867
264,0.00026399999999999997,-11.106328499585336
265,0.000265,-10.404165176930917
266,0.000266,-10.32824148843887
267,0.000267,-10.178364881567605
268,0.000268,-10.194499867278338
269,0.000269,-12.216011614208401
270,0.00027,-12.608100698266895
271,0.000271,-13.150659761624183
272,0.000272,-16.27336719723214
273,0.00027299999999999997,-14.400987210297101
274,0.000274,-13.195351132680043
275,0.00027499999999999996,-13.441576189996807
276,0.000276,-17.24958948032027
277,0.000277,-15.826272320574565
278,0.000278,-12.429496556733783
279,0.000279,-12.212152152945714
280,0.00028,-8.761117007753022
281,0.000281,-10.169465558668946
282,0.00028199999999999997,-11.006185380472179
283,0.000283,-8.731082194125875
284,0.00028399999999999996,-7.811347286366968
285,0.000285,-7.1825224420057925
286,0.000286,-9.24201277585723
287,0.000287,-10.85839841720748
288,0.000288,-7.649743427470535
289,0.000289,-8.524067566441106
290,0.00029,-11.221984522750413
291,0.00029099999999999997,-10.035362083304063
292,0.000292,-8.50605029768572
293,0.00029299999999999997,-12.64253530002141
294,0.000294,-13.478910435616616
295,0.00029499999999999996,-11.954653494553149
296,0.000296,-11.956681714482526
297,0.000297,-12.70035286998334
298,0.000298,-13.360203756795897
299,0.000299,-10.38240078102141
300,0.0003,-9.460591704419532
301,0.000301,-8.500070695066956
302,0.00030199999999999997,-8.4389744483145
303,0.000303,-8.127524932800275
304,0.00030399999999999996,-9.294376004633467
305,0.000305,-8.15828206398343
306,0.000306,-4.955371033907442
307,0.000307,-8.094258453231081
308,0.000308,-13.788256866602785
309,0.000309,-8.015346964984314
310,0.00031,-9.193746720945768
311,0.00031099999999999997,-9.979530812845246
312,0.000312,-12.493484242139319
313,0.00031299999999999996,-11.688182813495107
314,0.000314,-10.626867578880635
315,0.00031499999999999996,-12.849898603362709
316,0.000316,-13.579457643399559
317,0.000317,-8.53492865051706
318,0.000318,-9.986544293671027
319,0.000319,-10.241423572664585
320,0.00031999999999999997,-10.904828501439882
321,0.000321,-7.892427914323924
322,0.00032199999999999997,-8.745472785779103
323,0.000323,-5.622656851507929
324,0.00032399999999999996,-4.442684291223372
325,0.000325,-8.896999750964172
326,0.000326,-10.139525928653162
327,0.000327,-7.0366276207945555
328,0.000328,-7.0114308909194225
329,0.000329,-8.656783913789425
330,0.00033,-12.851720238160414
331,0.00033099999999999997,-11.923889213419367
332,0.000332,-8.771783316995656
333,0.00033299999999999996,-10.86002388846244
334,0.000334,-9.679502391710555
335,0.000335,-8.089390296841536
336,0.000336,-8.75209170967557
337,0.000337,-8.123732681833603
338,0.000338,-4.895594867023087
339,0.000339,-7.71110696024551
340,0.00033999999999999997,-6.414728350341075
341,0.000341,-4.299373393749891
342,0.00034199999999999996,-1.8278238965964437
343,0.000343,-4.631844290859201
344,0.00034399999999999996,-4.551651099247522
345,0.000345,-3.644497585005938
346,0.000346,-0.16853214257250398
347,0.000347,-5.602497658899341
348,0.000348,-7.031167236558589
349,0.00034899999999999997,-6.5820776135059065
350,0.00035,-4.089032361043115
351,0.00035099999999999997,-9.520027262777113
352,0.000352,-8.064551002063071
353,0.00035299999999999996,-7.666292565593104
354,0.000354,-6.3974874187628545
355,0.000355,-6.105142577151441
356,0.000356,-5.612230461463644
357,0.000357,-8.600716036706343
358,0.000358,-3.527039947362331
359,0.000359,-5.601732091234331
360,0.00035999999999999997,-2.903345010957769
361,0.000361,-3.4491226688816616
362,0.00036199999999999996,-4.0152510411244196
363,0.000363,-1.6812783361864962
364,0.00036399999999999996,-1.7796813345955407
365,0.000365,-3.6685159558731995
366,0.000366,-0.4091128364364901
367,0.000367,-0.9018001950115889
368,0.000368,-2.3511504364671074
369,0.00036899999999999997,-6.204515611765717
370,0.00037,-3.6155159554623473
371,0.00037099999999999996,-3.1139291324904765
372,0.000372,-4.911190695866825
373,0.00037299999999999996,-5.617692770583808
374,0.000374,-9.253477835494682
375,0.000375,-4.838751971155735
376,0.000376,-5.107257129873832
